"","open_water","developed_open_space","developed_low_intensity","developed_medium_inensity","developed_high_intensity","barren_land","deciduous_forest","evergreen_forest","mixed_forest","shrub_scrub","grassland_herbaceous","pasture_hay","cultivated_crops","woody_wetlands","emergent_herbaceous_wetlands"
"EM1_C0274",0,0,0,0,0,0,90000,55800,35100,0,0,59400,0,408600,900
"EM1_C0275",0,0,0,0,0,0,90000,55800,35100,0,0,59400,0,408600,900
"EM1_C0277",0,0,0,0,0,0,90000,55800,35100,0,0,59400,0,408600,900
"EM1_C0281",0,3600,3600,0,0,0,71100,55800,35100,0,0,115200,0,368100,900
"EM1_C0283",0,15300,11700,1800,0,0,66600,27000,23400,0,0,158400,12600,333000,1800
"EM1_C0284",0,15300,11700,1800,0,0,66600,27000,23400,0,0,158400,12600,333000,1800
"EM1_C0285",0,15300,11700,1800,0,0,66600,27000,23400,0,0,158400,12600,333000,1800
"EM1_C0286",0,15300,11700,1800,0,0,66600,27000,23400,0,0,158400,12600,333000,1800
"EM1_C0288",0,3600,3600,0,0,0,71100,55800,35100,0,0,115200,0,368100,900
"EM1_C0289",0,3600,3600,0,0,0,71100,55800,35100,0,0,115200,0,368100,900
"EM1_C0291",0,7200,3600,0,0,0,63000,55800,34200,0,0,138600,0,350100,900
"EM1_C0321",5400,36900,3600,0,0,0,648900,55800,50400,0,0,115200,0,384300,900
"EM1_C0221",0,0,0,0,0,0,618300,0,14400,1800,0,0,0,10800,0
"EM1_C0242",51300,23400,0,0,0,0,307800,105300,39600,8100,0,0,0,112500,0
"EM1_C0259",0,0,0,0,0,0,491400,47700,35100,0,0,0,0,77400,0
"EM1_C0263",37800,0,0,0,0,0,575100,1800,22500,0,2700,0,0,6300,1800
"EM1_C0322",9000,20700,0,0,0,0,564300,12600,23400,0,900,0,0,18900,0
"EM1_C0323",5400,36900,0,0,0,0,579600,0,14400,0,0,0,0,13500,0
"EM1_C0324",0,27900,18000,13500,1800,0,52200,0,15300,0,4500,177300,124200,215100,1800
"EM1_C0325",0,51300,9000,900,0,0,454500,13500,14400,9900,0,64800,0,30600,0
"EM1_C0326",0,17100,17100,1800,0,0,63900,22500,22500,0,0,178200,20700,302400,4500
"EM1_C0327",0,0,0,0,0,0,69300,38700,31500,0,0,59400,0,450900,0
"EM1_C0328",0,13500,12600,1800,0,0,61200,33300,33300,0,0,158400,0,340200,900
"EM1_C0329",0,7200,6300,900,0,0,63900,54900,35100,0,0,128700,0,350100,900
"EM1_C0330",0,0,0,0,0,0,90000,54900,18900,0,0,16200,0,468900,900
"EM1_C0331",0,13500,12600,1800,0,0,61200,33300,33300,0,0,158400,0,340200,900
"EM1_C0332",0,7200,6300,900,0,0,63900,54900,35100,0,0,128700,0,350100,900
"EM1_C0333",0,38700,4500,0,0,0,40500,429300,17100,66600,0,0,0,51300,0
"EM1_C0334",0,8100,27000,6300,900,0,62100,0,0,3600,0,488700,0,51300,900
"EM1_C0335",0,12600,28800,7200,900,0,53100,24300,5400,0,0,469800,0,45900,0
"EM1_C0336",0,0,0,0,0,0,404100,37800,900,0,0,0,0,202500,900
"EM1_C0337",0,37800,13500,2700,0,0,12600,454500,11700,68400,900,0,0,50400,0
"EM1_C0338",0,33300,9000,0,0,0,52200,421200,11700,52200,0,0,0,71100,0
"EM1_C0339",0,29700,900,0,0,0,328500,141300,12600,26100,112500,0,0,0,0
"EM1_C0340",0,29700,0,0,0,0,528300,47700,16200,20700,0,0,0,5400,0
"EM1_C0341",0,0,0,0,0,0,206100,119700,37800,0,0,0,0,288000,0
"EM1_C0342",0,0,0,0,0,0,90000,54900,18900,0,0,16200,0,468900,900
"EM1_C0343",0,13500,12600,1800,0,0,61200,33300,33300,0,0,158400,0,340200,900
"EM1_C0344",0,7200,6300,900,0,0,63900,54900,35100,0,0,128700,0,350100,900
"EF2_C0001",0,0,0,0,0,0,97200,171900,8100,0,0,4500,0,16200,2700
"EF2_C0002",0,0,0,0,0,0,79200,178200,5400,36900,0,0,0,0,0
"EF2_C0003",0,20700,900,0,0,0,900,262800,1800,0,0,5400,0,6300,900
"EF2_C0004",5400,0,0,0,0,0,253800,29700,6300,0,0,0,0,4500,0
"EF2_C0005",2700,17100,0,0,0,0,18000,225900,0,0,1800,0,0,30600,3600
"EF2_C0006",0,15300,0,0,0,0,3600,169200,35100,0,3600,24300,46800,1800,0
"EF2_C0007",5400,0,0,0,0,0,143100,130500,900,900,0,0,0,18000,1800
"EF2_C0008",0,0,0,0,0,0,240300,0,0,0,0,0,0,49500,5400
"EF2_C0009",0,1800,0,0,0,0,267300,18000,9900,0,0,900,0,1800,0
"EF2_C0010",0,12600,0,0,0,0,75600,182700,8100,8100,0,0,0,13500,0
"EF2_C0011",0,0,0,0,0,0,270900,0,0,4500,0,0,0,24300,0
"EF2_C0012",0,0,0,0,0,0,84600,156600,52200,0,0,0,0,8100,0
"EF2_C0013",0,26100,0,0,0,0,256500,0,0,0,0,0,0,16200,0
"EF2_C0014",0,0,0,0,0,0,9000,171000,38700,7200,0,0,0,72900,0
"EF2_C0015",0,0,0,0,0,0,43200,250200,5400,0,0,0,0,0,0
"EF2_C0016",0,0,0,0,0,0,275400,0,0,0,0,1800,0,21600,0
"EF2_C0017",0,24300,0,0,0,0,157500,73800,9900,0,0,0,0,33300,0
"EF2_C0018",0,900,0,0,0,0,242100,0,37800,0,0,0,0,18000,900
"EF2_C0019",0,11700,1800,0,0,0,8100,189900,8100,33300,0,0,0,50400,0
"EF2_C0020",0,0,0,0,0,0,32400,218700,2700,0,0,0,0,42300,0
"EF2_C0021",17100,0,0,0,0,0,251100,0,0,0,0,7200,0,22500,1800
"EF2_C0022",0,27000,10800,0,0,0,71100,112500,9900,4500,0,0,0,64800,0
"EF2_C0023",0,0,0,0,0,0,114300,144000,36900,1800,0,0,0,1800,0
"EF2_C0024",0,0,0,0,0,0,47700,171000,45000,8100,0,0,0,28800,0
"EF2_C0025",0,0,0,0,0,0,285300,0,13500,0,0,0,0,0,0
"EF2_C0026",0,0,0,0,0,0,240300,19800,30600,0,0,0,0,8100,0
"EF2_C0027",0,0,0,0,0,0,98100,170100,9000,0,0,4500,0,17100,2700
"EF2_C0028",0,20700,900,0,0,0,120600,133200,19800,1800,1800,1800,0,0,0
"EF2_C0029",900,0,0,0,0,0,151200,43200,0,16200,0,2700,0,57600,27900
"EF2_C0030",0,0,0,0,0,0,101700,101700,0,76500,0,18900,0,900,0
"EF2_C0031",0,0,0,0,0,0,91800,174600,6300,0,0,0,0,27000,0
"EF2_C0032",0,0,0,0,0,0,235800,24300,37800,0,0,0,0,0,0
"EF2_C0033",2700,0,0,0,0,0,279000,0,0,0,4500,0,0,9900,900
"EF2_C0034",0,0,0,0,0,0,59400,214200,9000,4500,0,0,11700,0,0
"EF2_C0035",0,14400,0,0,0,0,227700,17100,27000,0,0,0,0,9900,4500
"EF2_C0036",0,18000,0,0,0,0,14400,253800,5400,900,9900,0,0,0,0
"EF2_C0037",0,0,0,0,0,0,259200,6300,26100,0,0,0,0,7200,0
"EF2_C0038",4500,14400,0,0,0,0,241200,22500,0,0,0,0,0,13500,2700
"EF2_C0039",0,13500,900,0,0,0,153000,91800,41400,0,2700,0,0,0,0
"EF2_C0040",0,0,0,0,0,0,271800,11700,16200,0,0,0,0,0,0
"EF2_C0041",0,0,0,0,0,0,261900,24300,15300,0,0,0,0,0,0
"EF2_C0042",0,22500,7200,1800,0,0,1800,239400,0,19800,2700,1800,0,2700,0
"EF2_C0043",0,18900,0,0,0,0,126900,146700,5400,0,0,0,0,1800,0
"EF2_C0044",0,9000,0,0,0,0,33300,241200,11700,0,0,4500,0,0,0
"EF2_C0045",0,0,0,0,0,0,215100,34200,9000,30600,0,7200,0,2700,0
"EF2_C0046",900,0,0,0,0,0,187200,93600,0,3600,0,2700,0,11700,900
"EF2_C0047",0,0,0,0,0,0,299700,0,0,0,0,0,0,0,0
"EF2_C0048",900,0,0,0,0,0,253800,0,0,13500,2700,2700,0,10800,17100
"EF2_C0049",0,0,0,0,0,0,162900,72000,10800,8100,0,2700,0,43200,3600
"EF2_C0050",0,4500,0,0,0,0,282600,900,0,0,0,0,0,10800,0
"EF2_C0051",0,0,0,0,0,0,55800,132300,55800,0,0,0,0,54000,0
"EF2_C0052",0,0,0,0,0,0,282600,0,17100,0,0,0,0,0,0
"EF2_C0053",4500,0,0,0,0,0,97200,185400,7200,0,0,0,0,1800,900
"EF2_C0054",0,16200,2700,900,0,0,207900,44100,18900,0,0,0,0,11700,0
"EF2_C0055",0,27900,1800,0,0,0,61200,192600,900,14400,0,0,0,1800,0
"EF2_C0056",0,0,0,0,0,0,158400,0,0,15300,0,63900,0,53100,5400
"EF2_C0057",0,0,0,0,0,0,282600,5400,0,0,0,4500,0,9900,0
"EF2_C0058",0,0,0,0,0,0,225000,27900,1800,0,0,0,0,46800,0
"EF2_C0059",7200,0,0,0,0,0,252000,0,0,0,0,10800,0,31500,2700
"EF2_C0060",4500,0,0,0,0,0,180000,78300,4500,0,7200,0,0,24300,4500
"EF2_C0061",0,0,0,0,0,0,112500,135900,44100,0,0,0,0,9900,0
"EF2_C0062",0,26100,0,0,0,0,256500,0,0,0,0,0,0,16200,0
"EF2_C0063",0,0,0,0,0,0,255600,23400,23400,0,0,0,0,0,0
"EF2_C0064",5400,900,0,0,0,0,191700,56700,30600,0,0,0,0,15300,1800
"EF2_C0065",0,9900,4500,0,0,0,196200,40500,47700,0,0,0,0,0,0
"EF2_C0066",0,0,0,0,0,0,50400,194400,36900,0,0,0,0,18000,0
"EF2_C0067",0,0,0,0,0,0,43200,250200,5400,0,0,0,0,0,0
"EF2_C0068",3600,0,0,0,0,0,73800,177300,0,24300,5400,0,0,13500,3600
"EF2_C0069",0,0,0,0,0,0,43200,247500,5400,0,0,0,0,0,0
"EF2_C0070",0,0,0,0,0,0,254700,0,0,8100,900,0,0,34200,0
"EF2_C0071",0,0,0,0,0,0,228600,0,0,0,0,0,0,54900,16200
"EF2_C0072",0,5400,0,0,0,0,179100,65700,0,0,0,0,0,47700,0
"EF2_C0073",0,0,0,0,0,0,223200,47700,0,4500,0,18900,0,1800,0
"EF2_C0074",0,0,0,0,0,0,288000,0,11700,0,0,0,0,900,0
"EF2_C0075",0,0,0,0,0,0,84600,18900,15300,0,0,0,0,180000,0
"EF2_C0076",14400,0,0,0,0,0,218700,1800,0,900,900,27000,0,36000,2700
"EF2_C0077",0,0,0,0,0,0,193500,106200,0,0,0,0,0,0,0
"EF2_C0078",0,0,0,0,0,0,76500,185400,18000,0,0,0,0,19800,0
"EF2_C0079",0,20700,1800,0,0,0,24300,180000,17100,19800,0,0,0,34200,0
"EF2_C0080",1800,9900,0,0,0,0,109800,144900,1800,0,0,0,0,30600,2700
"EF2_C0081",0,0,0,0,0,0,265500,0,0,9000,0,4500,0,18000,0
"EF2_C0082",0,0,0,0,0,0,277200,0,14400,900,0,0,0,6300,0
"EF2_C0083",14400,0,0,0,0,0,262800,0,0,0,4500,1800,0,14400,900
"EF2_C0084",0,0,0,0,0,0,265500,4500,26100,0,0,0,0,6300,0
"EF2_C0085",0,9900,0,0,0,0,183600,40500,40500,900,0,0,0,21600,0
"EF2_C0086",0,0,0,0,0,0,99000,167400,24300,0,900,0,0,7200,0
"EF2_C0087",0,0,0,0,0,0,163800,23400,37800,0,0,33300,0,39600,0
"EF2_C0088",0,900,0,0,0,0,88200,59400,13500,9000,0,900,2700,119700,4500
"EF2_C0089",0,11700,9000,900,0,7200,107100,130500,16200,0,0,0,0,19800,0
"EF2_C0090",1800,25200,900,0,0,0,162000,27900,11700,0,0,0,0,67500,1800
"EF2_C0091",0,0,0,0,0,0,36000,210600,31500,22500,0,0,0,0,0
"EF2_C0092",2700,12600,0,0,0,0,124200,80100,4500,900,900,900,0,72000,1800
"EF2_C0093",0,18900,0,0,0,0,124200,156600,900,0,0,0,0,0,0
"EF2_C0094",4500,0,0,0,0,0,253800,0,0,8100,0,4500,0,17100,15300
"EF2_C0095",0,0,0,0,0,0,45900,80100,32400,3600,0,0,0,135900,0
"EF2_C0096",0,0,0,0,0,0,215100,22500,9000,2700,0,0,0,49500,0
"EF2_C0097",0,0,0,0,0,0,265500,6300,10800,0,0,0,0,16200,0
"EF2_C0098",23400,0,0,0,0,0,214200,37800,15300,0,0,0,0,6300,1800
"EF2_C0099",9900,0,0,0,0,0,287100,0,0,0,0,0,0,6300,0
"EF2_C0100",36900,16200,0,0,0,0,117900,56700,30600,0,0,0,0,43200,0
"EF2_C0101",0,0,0,0,0,0,240300,49500,4500,0,0,0,0,6300,0
"EF2_C0102",4500,0,0,0,0,0,253800,9900,16200,0,0,0,0,13500,0
"EF2_C0103",0,16200,0,0,0,0,170100,900,9900,0,0,0,0,104400,0
"EF2_C0104",9000,20700,0,0,0,0,150300,68400,10800,9000,900,0,0,27000,1800
"EF2_C0105",0,17100,0,0,0,0,245700,0,0,28800,0,0,0,5400,0
"EF2_C0106",0,0,0,0,0,0,180900,7200,8100,0,0,0,0,103500,0
"EF2_C0107",0,18900,7200,900,0,0,900,118800,9000,900,0,14400,0,126000,0
"EF2_C0108",900,0,0,0,0,0,9900,136800,0,0,0,0,0,155700,0
"EF2_C0109",46800,15300,5400,0,0,0,112500,9900,5400,0,900,93600,0,12600,0
"EF2_C0110",0,0,0,0,0,0,255600,9900,27000,0,0,0,0,7200,0
"EF2_C0111",0,16200,0,0,0,0,271800,0,0,6300,0,0,0,5400,0
"EF2_C0112",0,43200,0,0,0,0,158400,71100,0,0,0,0,0,28800,0
"EF2_C0113",50400,0,0,0,0,0,187200,4500,10800,0,900,7200,0,37800,900
"EF2_C0114",0,0,0,0,0,0,298800,0,0,0,0,0,0,0,0
"EF2_C0115",0,0,0,0,0,0,292500,0,0,6300,0,0,0,0,0
"EF2_C0116",0,0,0,0,0,0,273600,6300,1800,0,0,0,0,17100,0
"EF2_C0117",0,23400,0,0,0,0,278100,0,0,0,0,0,0,0,0
"EF2_C0118",29700,0,0,0,0,0,248400,0,22500,0,0,0,0,0,900
"EF2_C0119",29700,900,0,0,0,0,133200,57600,32400,1800,0,2700,0,38700,900
"EF2_C0120",10800,0,0,0,0,0,222300,33300,19800,4500,900,0,0,5400,0
"EF2_C0121",0,0,0,0,0,0,285300,3600,8100,0,0,0,0,0,0
"EF2_C0122",8100,0,0,0,0,0,275400,900,5400,0,0,0,0,10800,0
"EF2_C0123",22500,19800,0,0,0,0,237600,8100,0,0,900,0,0,12600,0
"EF2_C0124",1800,22500,0,0,0,0,52200,193500,5400,7200,12600,0,0,6300,1800
"EF2_C0125",1800,0,0,0,0,0,67500,135000,0,0,0,0,0,92700,0
"EF2_C0126",0,33300,2700,900,0,0,118800,0,0,8100,12600,0,0,123300,0
"EF2_C0127",0,7200,4500,0,0,0,7200,0,0,0,0,9000,51300,181800,39600
"EF2_C0128",0,19800,0,0,0,0,244800,8100,1800,13500,0,0,0,15300,0
"EF2_C0129",9900,6300,11700,0,900,0,77400,0,1800,0,900,15300,17100,119700,36000
"EF2_C0130",27000,0,0,0,0,0,60300,36900,6300,0,1800,105300,0,56700,4500
"EF2_C0131",15300,27000,18000,1800,0,0,172800,40500,0,2700,900,13500,0,1800,4500
"EF2_C0132",10800,14400,0,0,0,0,54000,147600,10800,0,0,0,0,63000,900
"EF2_C0133",0,23400,0,0,0,0,244800,19800,900,0,0,0,0,9900,0
"EF2_C0134",0,20700,2700,900,0,0,182700,9900,7200,0,0,25200,38700,13500,0
"EF2_C0135",0,0,0,0,0,0,110700,0,15300,0,0,0,8100,141300,23400
"EF2_C0136",900,35100,0,0,0,0,128700,81000,17100,4500,900,0,0,31500,1800
"EF2_C0137",0,19800,0,0,0,0,134100,105300,10800,26100,1800,0,0,0,0
"EF2_C0138",0,5400,10800,0,0,0,117900,94500,22500,0,0,0,0,47700,0
"EF2_C0139",23400,900,0,900,0,0,42300,63000,2700,0,0,0,0,166500,900
"EF2_C0140",0,20700,0,900,0,0,186300,3600,23400,0,0,0,0,63900,0
"EF2_C0141",0,13500,0,0,0,0,279000,0,0,0,0,0,0,6300,0
"EF2_C0142",900,11700,0,0,0,0,145800,96300,42300,0,0,0,0,2700,0
"EF2_C0143",22500,28800,900,0,0,0,172800,1800,1800,900,900,32400,0,37800,900
"EF2_C0144",34200,900,0,0,0,0,155700,0,3600,0,0,107100,0,0,0
"EF2_C0145",4500,0,0,0,0,0,163800,0,900,17100,0,116100,0,0,0
"EF2_C0146",12600,0,0,0,0,0,274500,1800,7200,0,2700,0,0,0,0
"EF2_C0147",1800,0,0,0,0,0,37800,202500,3600,0,900,0,0,53100,2700
"EF2_C0148",0,41400,1800,0,0,4500,156600,4500,1800,0,0,0,0,92700,0
"EF2_C0149",0,16200,0,900,0,0,245700,23400,3600,7200,1800,0,0,0,0
"EF2_C0150",0,9900,8100,2700,900,8100,153000,54000,26100,0,0,0,0,36900,0
"EF2_C0151",0,9900,8100,2700,900,8100,153000,54000,26100,0,0,0,0,36900,0
"EF2_C0152",0,0,0,0,0,0,59400,8100,12600,0,0,28800,0,190800,0
"EF2_C0153",0,0,0,0,0,0,201600,95400,0,1800,0,0,0,0,0
"EF2_C0154",0,0,0,0,0,0,244800,36000,0,0,0,0,0,18000,0
"EF2_C0155",0,0,0,0,0,0,244800,36000,0,0,0,0,0,18000,0
"EF2_C0156",0,21600,1800,0,0,0,4500,200700,8100,28800,0,0,0,32400,0
"EF2_C0157",900,0,0,0,0,0,221400,58500,3600,13500,0,0,0,3600,0
"EF2_C0158",5400,0,0,0,0,0,40500,132300,6300,0,0,0,0,117900,900
"EF2_C0159",900,0,0,0,0,0,221400,58500,3600,13500,0,0,0,3600,0
"EF2_C0160",5400,0,0,0,0,0,40500,132300,6300,0,0,0,0,117900,900
"EF2_C0161",18900,17100,0,0,0,0,131400,60300,30600,0,0,0,0,44100,0
"EF2_C0162",0,0,0,0,0,0,246600,12600,5400,0,0,0,0,30600,3600
"EF2_C0163",0,0,0,0,0,0,251100,13500,13500,0,0,0,0,22500,0
"EF2_C0164",0,0,0,0,0,0,144900,54000,63000,0,35100,0,0,0,0
"EF2_C0165",0,0,0,0,0,0,220500,900,4500,0,900,0,0,66600,4500
"EF2_C0166",0,0,0,0,0,0,220500,900,4500,0,900,0,0,66600,4500
"EF2_C0167",0,0,0,0,0,0,59400,18000,900,0,0,13500,0,207900,0
"EF2_C0168",0,0,0,0,0,0,59400,19800,900,0,0,11700,0,208800,0
"EF2_C0169",0,0,0,0,0,0,278100,0,0,0,0,0,0,25200,0
"EF2_C0170",0,0,0,0,0,0,278100,0,0,0,0,0,0,25200,0
"EF2_C0171",0,0,0,0,0,0,138600,59400,62100,0,37800,0,0,0,0
"EF2_C0172",0,900,0,0,0,0,213300,23400,50400,0,0,0,0,9000,0
"EF2_C0173",0,900,0,0,0,0,213300,23400,50400,0,0,0,0,9000,0
"EF2_C0174",0,0,0,0,0,0,212400,16200,0,0,0,0,0,70200,0
"EF2_C0175",0,0,0,0,0,0,212400,16200,0,0,0,0,0,70200,0
"EF2_C0176",0,0,0,0,0,0,143100,59400,62100,0,34200,0,0,0,0
"EF2_C0177",0,23400,3600,0,0,0,3600,234900,5400,17100,0,0,0,11700,0
"EF2_C0178",0,23400,3600,0,0,0,3600,234900,5400,17100,0,0,0,11700,0
"EF2_C0179",18000,0,0,0,0,0,235800,7200,27900,2700,1800,0,0,6300,0
"EF2_C0180",15300,0,0,0,0,0,259200,900,20700,900,0,0,0,6300,0
"EF2_C0181",0,0,0,0,0,0,289800,0,8100,0,0,0,0,0,0
"EF2_C0182",0,0,0,0,0,0,289800,0,8100,0,0,0,0,0,0
"EF2_C0183",0,0,0,0,0,0,250200,10800,5400,0,0,0,0,25200,3600
"EF2_C0184",20700,0,0,0,0,0,258300,10800,4500,0,0,0,0,6300,1800
"EF2_C0185",3600,21600,0,0,0,0,267300,0,0,0,0,0,0,5400,0
"EF2_C0186",3600,20700,0,0,0,0,267300,0,900,0,0,0,0,5400,0
"EF2_C0187",0,0,0,0,0,0,138600,59400,62100,0,37800,0,0,0,0
"EF2_C0188",0,26100,2700,0,0,0,2700,233100,2700,25200,0,0,0,5400,0
"EF2_C0189",0,26100,2700,0,0,0,2700,233100,2700,25200,0,0,0,5400,0
"EF2_C0190",900,23400,900,900,0,0,258300,0,6300,0,0,0,0,8100,0
"EF2_C0191",900,23400,900,900,0,0,258300,0,6300,0,0,0,0,8100,0
"EF2_C0192",1800,29700,900,0,0,0,163800,29700,12600,0,0,0,0,62100,1800
"EF2_C0193",1800,29700,900,0,0,0,163800,29700,12600,0,0,0,0,62100,1800
"EF2_C0194",0,9900,5400,900,0,0,21600,13500,22500,0,0,27900,2700,193500,900
"EF2_C0195",0,9900,5400,900,0,0,21600,13500,22500,0,0,27900,2700,193500,900
"EF2_C0196",0,22500,900,0,0,900,241200,2700,8100,0,2700,0,0,22500,900
"EF2_C0197",0,22500,900,0,0,900,241200,2700,8100,0,2700,0,0,22500,900
"EF2_C0198",7200,0,0,0,0,0,275400,0,3600,0,0,0,0,10800,0
"EF2_C0199",7200,0,0,0,0,0,276300,0,3600,0,0,0,0,10800,0
"EF2_C0200",0,0,0,0,0,0,144900,57600,62100,0,35100,0,0,0,0
"EF2_C0201",900,17100,0,0,0,0,270000,0,2700,0,0,0,0,5400,0
"EF2_C0202",900,17100,0,0,0,0,271800,0,2700,0,0,0,0,5400,0
"EF2_C0203",3600,16200,0,0,0,0,64800,180000,0,0,2700,0,0,30600,3600
"EF2_C0204",0,19800,0,0,0,0,180000,97200,1800,0,0,0,0,0,0
"EF2_C0205",3600,16200,0,0,0,0,64800,180000,0,0,2700,0,0,30600,3600
"EF2_C0206",0,0,0,0,0,0,138600,59400,62100,0,37800,0,0,0,0
"EF2_C0207",0,0,0,0,0,0,144900,54000,64800,0,35100,0,0,0,0
"EF2_C0208",0,0,0,0,0,0,59400,8100,12600,0,0,30600,0,189000,0
"EF2_C0209",22500,0,0,0,0,0,260100,1800,12600,0,2700,0,0,0,0
"EF2_C0210",0,2700,900,0,0,0,225000,29700,43200,0,0,0,0,0,0
"EF2_C0211",0,2700,900,0,0,0,225000,29700,43200,0,0,0,0,0,0
"EF2_C0212",10800,0,0,0,0,0,254700,900,22500,4500,0,0,0,6300,0
"EF2_C0213",10800,0,0,0,0,0,254700,900,22500,4500,0,0,0,6300,0
"EF2_C0214",0,0,0,0,0,0,51300,178200,21600,900,0,0,0,46800,0
"EF2_C0215",0,0,0,0,0,0,51300,178200,21600,900,0,0,0,46800,0
"EF2_C0216",0,26100,2700,0,0,0,2700,228600,2700,27900,0,0,0,5400,0
"EF2_C0218",17100,0,0,0,0,0,243000,7200,23400,900,900,0,0,6300,0
"EF2_C0223",0,1800,0,0,0,0,244800,0,9900,7200,0,4500,0,30600,0
"EF2_C0224",0,1800,0,0,0,0,244800,0,9900,7200,0,4500,0,30600,0
"EF2_C0226",0,0,0,0,0,0,279900,0,0,0,0,0,0,22500,0
"EF2_C0227",0,0,0,0,0,0,279900,0,0,0,0,0,0,22500,0
"EF2_C0231",900,0,0,0,0,0,225000,57600,3600,12600,0,0,0,3600,0
"EF2_C0232",0,16200,3600,900,0,0,245700,0,5400,9900,0,4500,0,12600,0
"EF2_C0233",0,16200,3600,900,0,0,245700,0,5400,9900,0,4500,0,12600,0
"EF2_C0237",0,21600,1800,0,0,0,5400,198900,8100,28800,0,0,0,34200,0
"EF2_C0238",0,21600,1800,0,0,0,5400,198900,8100,28800,0,0,0,34200,0
"EF2_C0239",0,26100,2700,0,0,0,2700,228600,2700,27900,0,0,0,5400,0
"EF2_C0244",900,16200,0,0,0,0,274500,0,2700,0,0,0,0,5400,0
"EF2_C0248",0,0,0,0,0,0,201600,97200,0,1800,0,0,0,0,0
"EF2_C0250",0,23400,3600,0,0,0,2700,235800,5400,17100,0,0,0,10800,0
"EF2_C0253",0,23400,3600,0,0,0,2700,235800,5400,17100,0,0,0,10800,0
"EF2_C0254",19800,0,0,0,0,0,218700,21600,29700,0,2700,0,0,6300,0
"EF2_C0255",0,20700,0,0,0,0,179100,98100,1800,0,0,0,0,0,0
"EF2_C0264",0,0,0,0,0,0,214200,16200,0,0,0,0,0,68400,0
"EF2_C0265",0,0,0,0,0,0,214200,16200,0,0,0,0,0,68400,0
"EF2_C0266",0,0,0,0,0,0,59400,8100,12600,0,0,34200,0,187200,0
"EF2_C0267",0,0,0,0,0,0,59400,8100,12600,0,0,34200,0,187200,0
"EF2_C0271",0,0,0,0,0,0,223200,900,3600,0,900,0,0,65700,4500
"EF2_C0273",0,0,0,0,0,0,223200,900,3600,0,900,0,0,65700,4500
"EF2_C0276",0,0,0,0,0,0,59400,18900,900,0,0,13500,0,207900,0
"EF2_C0278",0,0,0,0,0,0,59400,18900,900,0,0,13500,0,207900,0
"EF2_C0279",16200,0,0,0,0,0,244800,1800,26100,2700,900,0,0,6300,0
"EF2_C0280",0,8100,4500,900,0,0,27000,13500,22500,0,0,24300,1800,197100,900
"EF2_C0282",0,8100,4500,900,0,0,27000,13500,22500,0,0,24300,1800,197100,900
"EF2_C0287",3600,21600,0,0,0,0,266400,0,0,0,0,0,0,5400,0
"EF2_C0290",7200,0,0,0,0,0,276300,0,3600,0,0,0,0,10800,0
"EF2_C0292",18900,0,0,0,0,0,246600,1800,28800,0,1800,0,0,0,900
"EF2_C0293",18900,0,0,0,0,0,246600,1800,28800,0,1800,0,0,0,900
"EF2_C0294",0,0,0,0,0,0,213300,16200,0,0,0,0,0,65700,0
"EF2_C0295",900,17100,0,0,0,0,272700,0,2700,0,0,0,0,5400,0
"EF2_C0296",7200,0,0,0,0,0,277200,0,3600,0,0,0,0,10800,0
"EF2_C0297",3600,21600,0,0,0,0,267300,0,0,0,0,0,0,5400,0
"EF2_C0298",0,0,0,0,0,0,278100,0,0,0,0,0,0,22500,0
"EF2_C0299",0,23400,3600,0,0,0,2700,234900,5400,17100,0,0,0,10800,0
"EF2_C0300",0,21600,1800,0,0,0,5400,201600,8100,28800,0,0,0,34200,0
"EF2_C0301",19800,0,0,0,0,0,218700,21600,29700,0,2700,0,0,6300,0
"EF2_C0302",0,0,0,0,0,0,298800,0,0,0,0,0,0,0,0
"EF2_C0303",0,0,0,0,0,0,298800,0,0,0,0,0,0,0,0
"EF2_C0304",2700,18000,0,0,0,0,144900,53100,29700,0,0,0,0,51300,0
"EF2_C0305",2700,18000,0,0,0,0,144900,53100,29700,0,0,0,0,51300,0
"EF2_C0306",0,0,0,0,0,0,223200,900,3600,0,900,0,0,65700,4500
"EF2_C0307",0,26100,2700,0,0,0,2700,231300,2700,27900,0,0,0,5400,0
"EF2_C0308",0,0,0,0,0,0,267300,26100,0,0,0,0,0,6300,0
"EF2_C0309",0,0,0,0,0,0,267300,26100,0,0,0,0,0,6300,0
"EF2_C0310",16200,0,0,0,0,0,244800,1800,26100,2700,900,0,0,6300,0
"EF2_C0311",17100,0,0,0,0,0,243000,7200,23400,900,900,0,0,6300,0
"EF2_C0312",0,9900,5400,900,0,0,21600,13500,22500,0,0,27900,2700,193500,900
"EF2_C0313",0,9900,5400,900,0,0,21600,13500,22500,0,0,27900,2700,193500,900
"EF2_C0314",0,9900,5400,900,0,0,21600,13500,22500,0,0,27900,2700,193500,900
"EF2_C0315",0,0,0,0,0,0,59400,18900,900,0,0,11700,0,207900,0
"EF2_C0316",0,0,0,0,0,0,59400,18900,900,0,0,11700,0,207900,0
"EF2_C0317",0,0,0,0,0,0,59400,18900,900,0,0,11700,0,207900,0
"EF2_C0318",0,0,0,0,0,0,60300,8100,12600,0,0,27900,0,188100,0
"EF2_C0319",0,0,0,0,0,0,60300,8100,12600,0,0,27900,0,188100,0
"EF2_C0320",0,0,0,0,0,0,60300,8100,12600,0,0,27900,0,188100,0
